,source,target
12212,domestic,pattern
12213,domesticactivity,pattern
12214,home,pattern
12215,exploring,pattern
12216,exploration,pattern
12217,domesticity,pattern
12218,artpractice,pattern
12219,pattern,practice
12220,art,contemporaryart
12221,art,fabric
12222,art,fabricdrawing
12223,art,drawing
12224,art,decor
12225,art,domestic
12226,art,domesticactivity
12227,art,home
12228,art,exploring
12229,art,exploration
12230,art,domesticity
12231,art,artpractice
12232,art,practice
12233,contemporaryart,fabric
12234,contemporaryart,fabricdrawing
12235,contemporaryart,drawing
12236,contemporaryart,decor
12237,contemporaryart,domestic
12238,contemporaryart,domesticactivity
12239,contemporaryart,home
12240,contemporaryart,exploring
12241,contemporaryart,exploration
12242,contemporaryart,domesticity
12243,artpractice,contemporaryart
12244,contemporaryart,practice
12245,fabric,fabricdrawing
12246,drawing,fabric
12247,decor,fabric
12248,domestic,fabric
12249,domesticactivity,fabric
12250,fabric,home
12251,exploring,fabric
12252,exploration,fabric
12253,domesticity,fabric
12254,artpractice,fabric
12255,fabric,practice
12256,drawing,fabricdrawing
12257,decor,fabricdrawing
12258,domestic,fabricdrawing
12259,domesticactivity,fabricdrawing
12260,fabricdrawing,home
12261,exploring,fabricdrawing
12262,exploration,fabricdrawing
12263,domesticity,fabricdrawing
12264,artpractice,fabricdrawing
12265,fabricdrawing,practice
12266,decor,drawing
12267,domestic,drawing
12268,domesticactivity,drawing
12269,drawing,home
12270,drawing,exploring
12271,drawing,exploration
12272,domesticity,drawing
12273,artpractice,drawing
12274,drawing,practice
12275,decor,domestic
12276,decor,domesticactivity
12277,decor,home
12278,decor,exploring
12279,decor,exploration
12280,decor,domesticity
12281,artpractice,decor
12282,decor,practice
12283,domestic,domesticactivity
12284,domestic,home
12285,domestic,exploring
12286,domestic,exploration
12287,domestic,domesticity
12288,artpractice,domestic
12289,domestic,practice
12290,domesticactivity,home
12291,domesticactivity,exploring
12292,domesticactivity,exploration
12293,domesticactivity,domesticity
12294,artpractice,domesticactivity
12295,domesticactivity,practice
12296,exploring,home
12297,exploration,home
12298,domesticity,home
12299,artpractice,home
12300,home,practice
12301,exploration,exploring
12302,domesticity,exploring
12303,artpractice,exploring
12304,exploring,practice
12305,domesticity,exploration
12306,artpractice,exploration
12307,exploration,practice
12308,artpractice,domesticity
12309,domesticity,practice
12310,artpractice,practice
12311,newyork,nyc
12312,newyorkcity,nyc
12313,city,nyc
12314,fruit,nyc
12315,art,nyc
12316,fruits,nyc
12317,colour,nyc
12318,nyc,sweet
12319,nyc,trendy
12320,figure,nyc
12321,color,nyc
12322,colorful,nyc
12323,nyc,photography
12324,combination,nyc
12325,daily,nyc
12326,nyc,stilllife
12327,inspo,nyc
12328,inspiration,nyc
12329,nyc,stitchandneedle
12330,model,nyc
12331,life,nyc
12332,centralsaintmartins,nyc
12333,csm,nyc
12334,london,nyc
12335,fineart,nyc
12336,nyc,paris
12337,nyc,work
12338,artwork,nyc
12339,newyork,newyorkcity
12340,city,newyork
12341,fruit,newyork
12342,art,newyork
12343,fruits,newyork
12344,colour,newyork
12345,newyork,sweet
12346,newyork,trendy
12347,figure,newyork
12348,color,newyork
12349,colorful,newyork
12350,newyork,photography
12351,combination,newyork
12352,daily,newyork
12353,newyork,stilllife
12354,inspo,newyork
12355,inspiration,newyork
12356,newyork,stitchandneedle
12357,model,newyork
12358,life,newyork
12359,centralsaintmartins,newyork
12360,csm,newyork
12361,london,newyork
12362,fineart,newyork
12363,newyork,paris
12364,newyork,work
12365,artwork,newyork
12366,city,newyorkcity
12367,fruit,newyorkcity
12368,art,newyorkcity
12369,fruits,newyorkcity
12370,colour,newyorkcity
12371,newyorkcity,sweet
12372,newyorkcity,trendy
12373,figure,newyorkcity
12374,color,newyorkcity
12375,colorful,newyorkcity
12376,newyorkcity,photography
12377,combination,newyorkcity
12378,daily,newyorkcity
12379,newyorkcity,stilllife
12380,inspo,newyorkcity
12381,inspiration,newyorkcity
12382,newyorkcity,stitchandneedle
12383,model,newyorkcity
12384,life,newyorkcity
12385,centralsaintmartins,newyorkcity
12386,csm,newyorkcity
12387,london,newyorkcity
12388,fineart,newyorkcity
12389,newyorkcity,paris
12390,newyorkcity,work
12391,artwork,newyorkcity
12392,city,fruit
12393,art,city
12394,city,fruits
12395,city,colour
12396,city,sweet
12397,city,trendy
12398,city,figure
12399,city,color
12400,city,colorful
12401,city,photography
12402,city,combination
12403,city,daily
12404,city,stilllife
12405,city,inspo
12406,city,inspiration
12407,city,stitchandneedle
12408,city,model
12409,city,life
12410,centralsaintmartins,city
12411,city,csm
12412,city,london
12413,city,fineart
12414,city,paris
12415,city,work
12416,artwork,city
12417,art,fruit
12418,fruit,fruits
12419,colour,fruit
12420,fruit,sweet
12421,fruit,trendy
12422,figure,fruit
12423,color,fruit
12424,colorful,fruit
12425,fruit,photography
12426,combination,fruit
12427,daily,fruit
12428,fruit,stilllife
12429,fruit,inspo
12430,fruit,inspiration
12431,fruit,stitchandneedle
12432,fruit,model
12433,fruit,life
12434,centralsaintmartins,fruit
12435,csm,fruit
12436,fruit,london
12437,fineart,fruit
12438,fruit,paris
12439,fruit,work
12440,artwork,fruit
12441,art,fruits
12442,art,colour
12443,art,sweet
12444,art,trendy
12445,art,figure
12446,art,color
12447,art,colorful
12448,art,photography
12449,art,combination
12450,art,daily
12451,art,stilllife
12452,art,inspo
12453,art,inspiration
12454,art,stitchandneedle
12455,art,model
12456,art,life
12457,art,centralsaintmartins
12458,art,csm
12459,art,london
12460,art,fineart
12461,art,paris
12462,art,work
12463,art,artwork
12464,colour,fruits
12465,fruits,sweet
12466,fruits,trendy
12467,figure,fruits
12468,color,fruits
12469,colorful,fruits
12470,fruits,photography
12471,combination,fruits
12472,daily,fruits
12473,fruits,stilllife
12474,fruits,inspo
12475,fruits,inspiration
12476,fruits,stitchandneedle
12477,fruits,model
12478,fruits,life
12479,centralsaintmartins,fruits
12480,csm,fruits
12481,fruits,london
12482,fineart,fruits
12483,fruits,paris
12484,fruits,work
12485,artwork,fruits
12486,colour,sweet
12487,colour,trendy
12488,colour,figure
12489,color,colour
12490,colorful,colour
12491,colour,photography
12492,colour,combination
12493,colour,daily
12494,colour,stilllife
12495,colour,inspo
12496,colour,inspiration
12497,colour,stitchandneedle
12498,colour,model
12499,colour,life
12500,centralsaintmartins,colour
12501,colour,csm
12502,colour,london
12503,colour,fineart
12504,colour,paris
12505,colour,work
12506,artwork,colour
12507,sweet,trendy
12508,figure,sweet
12509,color,sweet
12510,colorful,sweet
12511,photography,sweet
12512,combination,sweet
12513,daily,sweet
12514,stilllife,sweet
12515,inspo,sweet
12516,inspiration,sweet
12517,stitchandneedle,sweet
12518,model,sweet
12519,life,sweet
12520,centralsaintmartins,sweet
12521,csm,sweet
12522,london,sweet
12523,fineart,sweet
12524,paris,sweet
12525,sweet,work
12526,artwork,sweet
12527,figure,trendy
12528,color,trendy
12529,colorful,trendy
12530,photography,trendy
12531,combination,trendy
12532,daily,trendy
12533,stilllife,trendy
12534,inspo,trendy
12535,inspiration,trendy
12536,stitchandneedle,trendy
12537,model,trendy
12538,life,trendy
12539,centralsaintmartins,trendy
12540,csm,trendy
12541,london,trendy
12542,fineart,trendy
12543,paris,trendy
12544,trendy,work
12545,artwork,trendy
12546,color,figure
12547,colorful,figure
12548,figure,photography
12549,combination,figure
12550,daily,figure
12551,figure,stilllife
12552,figure,inspo
12553,figure,inspiration
12554,figure,stitchandneedle
12555,figure,model
12556,figure,life
12557,centralsaintmartins,figure
12558,csm,figure
12559,figure,london
12560,figure,fineart
12561,figure,paris
12562,figure,work
12563,artwork,figure
12564,color,colorful
12565,color,photography
12566,color,combination
12567,color,daily
12568,color,stilllife
12569,color,inspo
12570,color,inspiration
12571,color,stitchandneedle
12572,color,model
12573,color,life
12574,centralsaintmartins,color
12575,color,csm
12576,color,london
12577,color,fineart
12578,color,paris
12579,color,work
12580,artwork,color
12581,colorful,photography
12582,colorful,combination
12583,colorful,daily
12584,colorful,stilllife
12585,colorful,inspo
12586,colorful,inspiration
12587,colorful,stitchandneedle
12588,colorful,model
12589,colorful,life
12590,centralsaintmartins,colorful
12591,colorful,csm
12592,colorful,london
12593,colorful,fineart
12594,colorful,paris
12595,colorful,work
12596,artwork,colorful
12597,combination,photography
12598,daily,photography
12599,photography,stilllife
12600,inspo,photography
12601,inspiration,photography
12602,photography,stitchandneedle
12603,model,photography
12604,life,photography
12605,centralsaintmartins,photography
12606,csm,photography
12607,london,photography
12608,fineart,photography
12609,paris,photography
12610,photography,work
12611,artwork,photography
12612,combination,daily
12613,combination,stilllife
12614,combination,inspo
12615,combination,inspiration
12616,combination,stitchandneedle
12617,combination,model
12618,combination,life
12619,centralsaintmartins,combination
12620,combination,csm
12621,combination,london
12622,combination,fineart
12623,combination,paris
12624,combination,work
12625,artwork,combination
12626,daily,stilllife
12627,daily,inspo
12628,daily,inspiration
12629,daily,stitchandneedle
12630,daily,model
12631,daily,life
12632,centralsaintmartins,daily
12633,csm,daily
12634,daily,london
12635,daily,fineart
12636,daily,paris
12637,daily,work
12638,artwork,daily
12639,inspo,stilllife
12640,inspiration,stilllife
12641,stilllife,stitchandneedle
12642,model,stilllife
12643,life,stilllife
12644,centralsaintmartins,stilllife
12645,csm,stilllife
12646,london,stilllife
12647,fineart,stilllife
12648,paris,stilllife
12649,stilllife,work
12650,artwork,stilllife
12651,inspiration,inspo
12652,inspo,stitchandneedle
12653,inspo,model
12654,inspo,life
12655,centralsaintmartins,inspo
12656,csm,inspo
12657,inspo,london
12658,fineart,inspo
12659,inspo,paris
12660,inspo,work
12661,artwork,inspo
12662,inspiration,stitchandneedle
12663,inspiration,model
12664,inspiration,life
12665,centralsaintmartins,inspiration
12666,csm,inspiration
12667,inspiration,london
12668,fineart,inspiration
12669,inspiration,paris
12670,inspiration,work
12671,artwork,inspiration
12672,model,stitchandneedle
12673,life,stitchandneedle
12674,centralsaintmartins,stitchandneedle
12675,csm,stitchandneedle
12676,london,stitchandneedle
12677,fineart,stitchandneedle
12678,paris,stitchandneedle
12679,stitchandneedle,work
12680,artwork,stitchandneedle
12681,life,model
12682,centralsaintmartins,model
12683,csm,model
12684,london,model
12685,fineart,model
12686,model,paris
12687,model,work
12688,artwork,model
12689,centralsaintmartins,life
12690,csm,life
12691,life,london
12692,fineart,life
12693,life,paris
12694,life,work
12695,artwork,life
12696,centralsaintmartins,csm
12697,centralsaintmartins,london
12698,centralsaintmartins,fineart
12699,centralsaintmartins,paris
12700,centralsaintmartins,work
12701,artwork,centralsaintmartins
12702,csm,london
12703,csm,fineart
12704,csm,paris
12705,csm,work
12706,artwork,csm
12707,fineart,london
12708,london,paris
12709,london,work
12710,artwork,london
12711,fineart,paris
12712,fineart,work
12713,artwork,fineart
12714,paris,work
12715,artwork,paris
12716,artwork,work
12717,art,edit
12718,chrisbrownedits,edit
12719,chrisbrown,edit
12720,edit,royaltyalbum
12721,edit,royaltybrownedits
12722,edit,indigoalbum
12723,edit,indigo
12724,edit,moon
12725,bazaartedit,edit
12726,bazaart,edit
12727,edit,smile
12728,edit,graphicdesign
12729,edit,fanedits
12730,artistsoninstagram,edit
12731,edit,upcomingartist
12732,edit,graphicdesigner
12733,art,chrisbrownedits
12734,art,chrisbrown
12735,art,royaltyalbum
12736,art,royaltybrownedits
12737,art,indigoalbum
12738,art,indigo
12739,art,moon
12740,art,bazaartedit
12741,art,bazaart
12742,art,smile
12743,art,graphicdesign
12744,art,fanedits
12745,art,artistsoninstagram
12746,art,upcomingartist
12747,art,graphicdesigner
12748,chrisbrown,chrisbrownedits
12749,chrisbrownedits,royaltyalbum
12750,chrisbrownedits,royaltybrownedits
12751,chrisbrownedits,indigoalbum
12752,chrisbrownedits,indigo
12753,chrisbrownedits,moon
12754,bazaartedit,chrisbrownedits
12755,bazaart,chrisbrownedits
12756,chrisbrownedits,smile
12757,chrisbrownedits,graphicdesign
12758,chrisbrownedits,fanedits
12759,artistsoninstagram,chrisbrownedits
12760,chrisbrownedits,upcomingartist
12761,chrisbrownedits,graphicdesigner
12762,chrisbrown,royaltyalbum
12763,chrisbrown,royaltybrownedits
12764,chrisbrown,indigoalbum
12765,chrisbrown,indigo
12766,chrisbrown,moon
12767,bazaartedit,chrisbrown
12768,bazaart,chrisbrown
12769,chrisbrown,smile
12770,chrisbrown,graphicdesign
12771,chrisbrown,fanedits
12772,artistsoninstagram,chrisbrown
12773,chrisbrown,upcomingartist
12774,chrisbrown,graphicdesigner
12775,royaltyalbum,royaltybrownedits
12776,indigoalbum,royaltyalbum
12777,indigo,royaltyalbum
12778,moon,royaltyalbum
12779,bazaartedit,royaltyalbum
12780,bazaart,royaltyalbum
12781,royaltyalbum,smile
12782,graphicdesign,royaltyalbum
12783,fanedits,royaltyalbum
12784,artistsoninstagram,royaltyalbum
12785,royaltyalbum,upcomingartist
12786,graphicdesigner,royaltyalbum
12787,indigoalbum,royaltybrownedits
12788,indigo,royaltybrownedits
12789,moon,royaltybrownedits
12790,bazaartedit,royaltybrownedits
12791,bazaart,royaltybrownedits
12792,royaltybrownedits,smile
12793,graphicdesign,royaltybrownedits
12794,fanedits,royaltybrownedits
12795,artistsoninstagram,royaltybrownedits
12796,royaltybrownedits,upcomingartist
12797,graphicdesigner,royaltybrownedits
12798,indigo,indigoalbum
12799,indigoalbum,moon
12800,bazaartedit,indigoalbum
12801,bazaart,indigoalbum
12802,indigoalbum,smile
12803,graphicdesign,indigoalbum
12804,fanedits,indigoalbum
12805,artistsoninstagram,indigoalbum
12806,indigoalbum,upcomingartist
12807,graphicdesigner,indigoalbum
12808,indigo,moon
12809,bazaartedit,indigo
12810,bazaart,indigo
12811,indigo,smile
12812,graphicdesign,indigo
12813,fanedits,indigo
12814,artistsoninstagram,indigo
12815,indigo,upcomingartist
12816,graphicdesigner,indigo
12817,bazaartedit,moon
12818,bazaart,moon
12819,moon,smile
12820,graphicdesign,moon
12821,fanedits,moon
12822,artistsoninstagram,moon
12823,moon,upcomingartist
12824,graphicdesigner,moon
12825,bazaart,bazaartedit
12826,bazaartedit,smile
12827,bazaartedit,graphicdesign
12828,bazaartedit,fanedits
12829,artistsoninstagram,bazaartedit
12830,bazaartedit,upcomingartist
12831,bazaartedit,graphicdesigner
12832,bazaart,smile
12833,bazaart,graphicdesign
12834,bazaart,fanedits
12835,artistsoninstagram,bazaart
